Stock Name,Symbol
UCAL LIMITED,UCAL-EQ
UNICHEM LABORATORIES LTD,UNICHEMLAB-EQ
MOKSH ORNAMENTS LIMITED,MOKSH-EQ
RAJ OIL MILLS LIMITED,ROML-EQ
UNIVERSAL CABLES LTD,UNIVCABLES-EQ
JUBILANT PHARMOVA LTD,JUBLPHARMA-EQ
VARDHMAN POLYTEX LTD.,VARDMNPOLY-EQ
SOLARA ACTIVE PHA SCI LTD,SOLARA-EQ
VESUVIUS INDIA LTD,VESUVIUS-EQ
BASF INDIA LTD,BASF-EQ
VINDHYA TELELINKS LTD,VINDHYATEL-EQ
VIP INDUSTRIES LTD,VIPIND-EQ
BATA INDIA LTD,BATAINDIA-EQ
VLS FINANCE LTD,VLSFINANCE-EQ
VOLTAS LTD,VOLTAS-EQ
TATA COMMUNICATIONS LTD,TATACOMM-EQ
VST INDUSTRIES LTD,VSTIND-EQ
ANMOL INDIA LIMITED,ANMOL-EQ
FINE ORGANIC IND. LTD.,FINEORG-EQ
WEIZMANN LTD,WEIZMANIND-EQ
VENKY S (INDIA) LIMITED,VENKEYS-EQ
RITES LIMITED,RITES-EQ
WHEELS INDIA LTD,WHEELS-EQ
WILLIAMSON MAGOR,WILLAMAGOR-EQ
INOX WIND ENERGY LIMITED,IWEL-EQ
WIPRO LTD,WIPRO-EQ
WEST COAST PAPER MILLS LT,WSTCSTPAPR-EQ
BOMBAY BURMAH TRADING COR,BBTC-EQ
SINTERCOM INDIA LIMITED,SINTERCOM-EQ
ZEE ENTERTAINMENT ENT LTD,ZEEL-EQ
ARIHANT CAPITAL MKTS LTD,ARIHANTCAP-EQ
ZODIAC CLOTHING CO. LTD.,ZODIACLOTH-EQ
ZUARI INDUSTRIES LIMITED,ZUARIIND-EQ
BHARAT ELECTRONICS LTD,BEL-EQ
BHARAT RASAYAN LTD,BHARATRAS-EQ
TOKYO PLAST INTL LTD,TOKYOPLAST-EQ
MAHINDRA LOGISTIC LIMITED,MAHLOG-EQ
VARROC ENGINEERING LTD.,VARROC-EQ
SOMANY CERAMICS LIMITED,SOMANYCERA-EQ
HATSUN AGRO PRODUCT LTD.,HATSUN-EQ
CAPLIN POINT LAB LTD.,CAPLIPOINT-EQ
PREMIER POLYFILM LTD,PREMIERPOL-EQ
NATCO PHARMA LTD.,NATCOPHARM-EQ
BEML LIMITED,BEML-EQ
GOCL CORPORATION LIMITED,GOCLCORP-EQ
REMSONS INDUSTRIES LTD,REMSONSIND-EQ
PARAS PETROFILS LTD.,PARASPETRO-EQ
TAMILNADU NEWSPRT & PAPER,TNPL-EQ
GREENPLY INDUSTRIES LTD,GREENPLY-EQ
THE NEW INDIA ASSU CO LTD,NIACL-EQ
21ST CENTURY MGMT SERVICE,21STCENMGM-EQ
AEGIS LOGISTICS LIMITED,AEGISLOG-EQ
CORAL INDIA FIN & HOUS LT,CORALFINAC-EQ
PVP VENTURES LIMITED,PVP-EQ
NAVA LIMITED,NAVA-EQ
BERGER PAINTS (I) LTD,BERGEPAINT-EQ
EIMCO ELECON (INDIA) LTD,EIMCOELECO-EQ
JAYANT AGRO ORGANICS LTD,JAYAGROGN-EQ
PANACEA BIOTEC LTD,PANACEABIO-EQ
CUBEX TUBINGS LTD,CUBEXTUB-EQ
MARICO LIMITED,MARICO-EQ
SIL INVESTMENTS LIMITED,SILINV-EQ
HB STOCKHOLDINGS LIMITED,HBSL-EQ
SAMBHAAV MEDIA LTD,SAMBHAAV-EQ
ZENITH EXPORTS LTD,ZENITHEXPO-EQ
SUNDARAM BRAK LININGS LTD,SUNDRMBRAK-EQ
SANGAM (INDIA) LTD,SANGAMIND-EQ
BHANSALI ENG. POLYMERS LT,BEPL-EQ
SOMA TEXTILES & INDUST LT,SOMATEX-EQ
SAMVRDHNA MTHRSN INTL LTD,MOTHERSON-EQ
BHARAT FORGE LTD,BHARATFORG-EQ
VISAKA INDUSTRIES LIMITED,VISAKAIND-EQ
WENDT (INDIA) LIMITED,WENDT-EQ
BHARAT GEARS LTD.,BHARATGEAR-EQ
DE NORA INDIA LIMITED,DENORA-EQ
STERLING TOOLS LIMITED,STERTOOLS-EQ
SHRIRAM FINANCE LIMITED,SHRIRAMFIN-EQ
PUNJAB CHEM & CROP PROT L,PUNJABCHEM-EQ
IFGL REFRACTORIES LIMITED,IFGLEXPOR-EQ
BHEL,BHEL-EQ
GULF OIL LUB. IND. LTD.,GULFOILLUB-EQ
MIRZA INTERNATIONAL LIMIT,MIRZAINT-EQ
JAGSONPAL PHARMACEUTICALS,JAGSNPHARM-EQ
CREDITACCESS GRAMEEN LTD,CREDITACC-EQ
INDIAN CARD CLOTHING CO.,INDIANCARD-EQ
5PAISA CAPITAL LIMITED,5PAISA-EQ
ELECTROTHERM (I) LTD.,ELECTHERM-EQ
AARTI DRUGS LTD.,AARTIDRUGS-EQ
ALKYL AMINES CHEM. LTD,ALKYLAMINE-EQ
JOHNSON CONTROLS HITACHI,JCHAC-EQ
MPHASIS LIMITED,MPHASIS-EQ
DYNAMATIC TECHNOLOGIES,DYNAMATECH-EQ
KOTHARI PETROCHEM LTD,KOTHARIPET-EQ
HERITAGE FOODS LTD,HERITGFOOD-EQ
SHIVALIK BIMETAL CON. LTD,SBCL-EQ
BANK OF BARODA,BANKBARODA-EQ
HDFC LIFE INS CO LTD,HDFCLIFE-EQ
SONA BLW PRECISION FRGS L,SONACOMS-EQ
SHYAM METALICS AND ENGY L,SHYAMMETL-EQ
OSWAL GREENTECH LIMITED,OSWALGREEN-EQ
GAIL (INDIA) LTD,GAIL-EQ
3M INDIA LIMITED,3MINDIA-EQ
BANK OF INDIA,BANKINDIA-EQ
INDIA NIPPON ELECT  LTD,INDNIPPON-EQ
CONTAINER CORP OF IND LTD,CONCOR-EQ
INDRAPRASTHA MEDICAL CORP,INDRAMEDCO-EQ
BIRLA CABLE LIMITED,BIRLACABLE-EQ
TCI FINANCE LTD,TCIFINANCE-EQ
HAPPIEST MINDS TECHNO LTD,HAPPSTMNDS-EQ
BIRLA CORPORATION LTD,BIRLACORPN-EQ
KCP SUGAR IND CORP LTD.,KCPSUGIND-EQ
DODLA DAIRY LIMITED,DODLA-EQ
SNOWMAN LOGISTICS LTD.,SNOWMAN-EQ
KRISHNA INST OF MED SCI L,KIMS-EQ
IND SWIFT LABORATORIES LT,INDSWFTLAB-EQ
ICE MAKE REFRIGERAT LTD,ICEMAKE-EQ
SAREGAMA INDIA LIMITED,SAREGAMA-EQ
FDC LIMITED,FDC-EQ
ENGINEERS INDIA LTD,ENGINERSIN-EQ
MADRAS FERTILISERS LTD,MADRASFERT-EQ
HINDCON CHEMICALS LIMITED,HINDCON-EQ
INDIA PESTICIDES LIMITED,IPL-EQ
BLUE DART EXPRESS LTD,BLUEDART-EQ
ADROIT INFOTECH LIMITED,ADROITINFO-EQ
GANGA FORGING LIMITED,GANGAFORGE-EQ
ICICI BANK LTD.,ICICIBANK-EQ
IRCON INTERNATIONAL LTD,IRCON-EQ
SHARDA CROPCHEM LTD.,SHARDACROP-EQ
CLEAN SCIENCE & TECH LTD,CLEAN-EQ
G R INFRAPROJECTS LIMITED,GRINFRA-EQ
MAZAGON DOCK SHIPBUIL LTD,MAZDOCK-EQ
ETERNAL LIMITED,ETERNAL-EQ
KPI GREEN ENERGY LIMITED,KPIGREEN-EQ
SYNERGY GREEN IND. LTD,SGIL-EQ
BOMBAY DYEING & MFG. CO L,BOMDYEING-EQ
CIGNITI TECHNOLOGIES LTD,CIGNITITEC-EQ
JAI CORP LIMITED,JAICORPLTD-EQ
TATVA CHIN PHARM CHEM LTD,TATVA-EQ
STYLAM INDUSTRIES LIMITED,STYLAMIND-EQ
ANTARCTICA LTD,ANTGRAPHIC-EQ
GUJARAT MINERAL DEV CORP,GMDCLTD-EQ
MAHA RASHTRA APEX COPR. L,MAHAPEXLTD-EQ
INDUSIND BANK LIMITED,INDUSINDBK-EQ
BHARAT PETROLEUM CORP  LT,BPCL-EQ
PDS LIMITED,PDSL-EQ
ALIVUS LIFE SCIENCES LTD,ALIVUS-EQ
ROLEX RINGS LIMITED,ROLEXRINGS-EQ
PRITIKA AUTO INDUS LTD,PRITIKAUTO-EQ
BPL LTD,BPL-EQ
UGRO CAPITAL LIMITED,UGROCAP-EQ
KRSNAA DIAGNOSTICS LTD,KRSNAA-EQ
WINDLAS BIOTECH LIMITED,WINDLAS-EQ
DEVYANI INTERNATIONAL LTD,DEVYANI-EQ
ASAHI INDIA GLASS LIMITED,ASAHIINDIA-EQ
EPIGRAL LIMITED,EPIGRAL-EQ
AAVAS FINANCIERS LIMITED,AAVAS-EQ
MEGHMANI ORGANICS LIMITED,MOL-EQ
NAKODA GROUP OF IND. LTD,NGIL-EQ
CARTRADE TECH LIMITED,CARTRADE-EQ
NUVOCO VISTAS CORP LTD,NUVOCO-EQ
TRIGYN TECHNOLOGIES LTD,TRIGYN-EQ
CHEMPLAST SANMAR LIMITED,CHEMPLASTS-EQ
BRITANNIA INDUSTRIES LTD,BRITANNIA-EQ
GARDEN REACH SHIP&ENG LTD,GRSE-EQ
YUKEN INDIA LIMITED,YUKEN-EQ
SERVOTECH REN POW SYS LTD,SERVOTECH-EQ
NANDANI CREATION LIMITED,JAIPURKURT-EQ
KOTHARI PRODUCTS LTD,KOTHARIPRO-EQ
ABM INTERNATIONAL LTD,ABMINTLLTD-EQ
ACUTAAS CHEMICALS LIMITED,ACUTAAS-EQ
VIJAYA DIAGNOSTIC CEN LTD,VIJAYA-EQ
INTL CONVEYORS LIMITED,INTLCONV-EQ
ASTRAZENECA PHARMA IND LT,ASTRAZEN-EQ
GANESH BENZOPLAST LIMITED,GANESHBE-EQ
ITD CEMENTATION INDIA LTD,ITDCEM-EQ
J & K BANK LTD.,J&KBANK-EQ
ARCHIES LTD,ARCHIES-EQ
CITY UNION BANK LTD,CUB-EQ
CYIENT LIMITED,CYIENT-EQ
SANSERA ENGINEERING LTD,SANSERA-EQ
LIKHITHA INFRASTRUC LTD,LIKHITHA-EQ
CAN FIN HOMES LTD,CANFINHOME-EQ
LAGNAM SPINTEX LIMITED,LAGNAM-EQ
AXIS BANK LIMITED,AXISBANK-EQ
PARAS DEF AND SPCE TECH L,PARAS-EQ
GRAPHITE INDIA LTD,GRAPHITE-EQ
INTELLECT DESIGN ARENA,INTELLECT-EQ
MONTE CARLO FASHIONS LTD.,MONTECARLO-EQ
THE SOUTH INDIAN BANK LTD,SOUTHBANK-EQ
CARBORUNDUM UNIVERSAL LTD,CARBORUNIV-EQ
COASTAL CORPORATION LTD,COASTCORP-EQ
EURO (I) FRESH FOODS LTD,EIFFL-EQ
PASUPATI ACRYLON LIMITED,PASUPTAC-EQ
ADANI TOTAL GAS LIMITED,ATGL-EQ
AIRO LAM LIMITED,AIROLAM-EQ
GOODLUCK INDIA LIMITED,GOODLUCK-EQ
BHAGIRADHA CHEM & INDS L,BHAGCHEM-EQ
CENTURY ENKA LTD,CENTENKA-EQ
FINEOTEX CHEMICAL LIMITED,FCL-EQ
SIKKO INDUSTRIES LIMITED,SIKKO-EQ
DHUNSERI TEA & IND. LTD.,DTIL-EQ
3I INFOTECH LIMITED,3IINFOLTD-EQ
ADITYA BIRLA REAL EST LTD,ABREL-EQ
MEDICAMEN BIOTECH LIMITED,MEDICAMEQ-EQ
CESC LTD,CESC-EQ
GULSHAN POLYOLS LIMITED,GULPOLY-EQ
APOLLO SINDOORI HOTEL LTD,APOLSINHOT-EQ
IGARASHI MOTORS INDIA LTD,IGARASHI-EQ
NATIONAL ALUMINIUM CO LTD,NATIONALUM-EQ
CHAMBAL FERTILIZERS LTD,CHAMBLFERT-EQ
COUNTRY CLUB HOSP HOL LTD,CCHHL-EQ
LAMBODHARA TEXTILES LTD.,LAMBODHARA-EQ
DILIGENT MEDIA CORP LTD.,DNAMEDIA-EQ
TECHNO ELEC & ENG CO. LTD,TECHNOE-EQ
IRIS BUSINESS SERV LTD,IRIS-EQ
GRP LIMITED,GRPLTD-EQ
FSN E COMMERCE VENTURES,NYKAA-EQ
LAXMI COTSPIN LIMITED,LAXMICOT-EQ
FINO PAYMENTS BANK LTD,FINOPB-EQ
SONATA SOFTWARE LTD,SONATSOFTW-EQ
GENUS P&B LIMITED,GENUSPAPER-EQ
SJS ENTERPRISES LIMITED,SJS-EQ
PB FINTECH LIMITED,POLICYBZR-EQ
SIGACHI INDUSTRIES LTD,SIGACHI-EQ
FOODS & INNS LIMITED,FOODSIN-EQ
ONE 97 COMMUNICATIONS LTD,PAYTM-EQ
IL&FS INVESTMENT MANAGERS,IVC-EQ
MOLD-TEK PACKAGING LTD,MOLDTKPAC-EQ
SAPPHIRE FOODS INDIA LTD,SAPPHIRE-EQ
JINDAL STEEL & POWER LTD,JINDALSTEL-EQ
EXIDE INDUSTRIES LTD,EXIDEIND-EQ
INDO-NATIONAL LIMITED,NIPPOBATRY-EQ
SBC EXPORTS LIMITED,SBC-EQ
STEELCAST LIMITED,STEELCAS-EQ
LATENT VIEW ANALYTICS LTD,LATENTVIEW-EQ
SARTHAK METALS LIMITED,SMLT-EQ
GREENLAM INDUSTRIES LTD.,GREENLAM-EQ
CHOLAMANDALAM IN & FIN CO,CHOLAFIN-EQ
BAJAJ HEALTHCARE LIMITED,BAJAJHCARE-EQ
VISHNU CHEMICALS LIMITED,VISHNU-EQ
RAJSHREE POLYPACK LTD,RPPL-EQ
CIPLA LTD,CIPLA-EQ
TARSONS PRODUCTS LIMITED,TARSONS-EQ
GANESHA ECOSPHERE LIMITED,GANECOS-EQ
LINC LIMITED,LINC-EQ
MENON BEARINGS LIMITED,MENONBE-EQ
GO FASHION INDIA LTD,GOCOLORS-EQ
DMCC SPECIALITY CHEMICALS,DMCC-EQ
BIRLASOFT LIMITED,BSOFT-EQ
AARTI INDUSTRIES LTD,AARTIIND-EQ
HEMISPHERE PROP IND LTD,HEMIPROP-EQ
SHIVALIK RASAYAN LIMITED,SHIVALIK-EQ
DIC INDIA LIMITED,DICIND-EQ
ASIAN ENERGY SERVICES LTD,ASIANENE-EQ
HESTER BIOSCIENCES LTD,HESTERBIO-EQ
ACCELYA SOLN INDIA LTD,ACCELYA-EQ
SHRADHA INFRAPROJECTS LTD,SHRADHA-EQ
STAR HEALTH & AL INS CO L,STARHEALTH-EQ
TEGA INDUSTRIES LIMITED,TEGA-EQ
JULLUNDUR MOT AGENCY LTD,JMA-EQ
SHALBY LIMITED,SHALBY-EQ
ANAND RATHI WEALTH LTD,ANANDRATHI-EQ
HEUBACH COLORANTS IND LTD,HEUBACHIND-EQ
MIC ELECTRONICS LTD,MICEL-EQ
RATEGAIN TRAVEL TECHN LTD,RATEGAIN-EQ
SHRIRAM PROPERTIES LTD,SHRIRAMPPS-EQ
C.E. INFO SYSTEMS LIMITED,MAPMYINDIA-EQ
HCL TECHNOLOGIES LTD,HCLTECH-EQ
METRO BRANDS LIMITED,METROBRAND-EQ
MEDPLUS HEALTH SERV LTD,MEDPLUS-EQ
UDAIPUR CEMENT WORKS LTD,UDAICEMENT-EQ
JTL INDUSTRIES LIMITED,JTLIND-EQ
DCM SHRIRAM IND LTD,DCMSRIND-EQ
DATA PATTERNS INDIA LTD,DATAPATTNS-EQ
STRIDES PHARMA SCI LTD,STAR-EQ
HP ADHESIVES LIMITED,HPAL-EQ
COROMANDEL INTERNTL. LTD,COROMANDEL-EQ
SUPRIYA LIFESCIENCE LTD,SUPRIYA-EQ
RAJESH EXPORTS LTD,RAJESHEXPO-EQ
GLENMARK PHARMACEUTICALS,GLENMARK-EQ
NILA SPACES LIMITED,NILASPACES-EQ
MAN COAT METAL & IND LTD,MANAKCOAT-EQ
COSMO FIRST LIMITED,COSMOFIRST-EQ
MANAK ALUMINIUM CO. LTD.,MANAKALUCO-EQ
SRI HAVISHA HOSP & INFR L,HAVISHA-EQ
MANAKSIA STEELS LTD,MANAKSTEEL-EQ
WOCKHARDT LIMITED,WOCKPHARMA-EQ
ZEN TECHNOLOGIES LIMITED,ZENTEC-EQ
TREJHARA SOLUTIONS LTD,TREJHARA-EQ
NRB BEARING LIMITED,NRBBEARING-EQ
UNITED POLYFAB GUJ. LTD.,UNITEDPOLY-EQ
CAPITAL INDIA FINANCE LTD,CIFL-EQ
TINNA RUBBER AND INFR LTD,TINNARUBR-EQ
WAAREE RENEWABLE TECH LTD,WAAREERTL-EQ
NETWORK PEOPLE SRV TECH L,NPST-EQ
PRIMO CHEMICALS LIMITED,PRIMO-EQ
CRISIL LTD,CRISIL-EQ
SCHLOSS BANGALORE LIMITED,THELEELA-EQ
RAJOO ENGINEERS LIMITED,RAJOOENG-EQ
BELRISE INDUSTRIES LTD,BELRISE-EQ
AEGIS VOPAK TERMINALS LTD,AEGISVOPAK-EQ
ATHER ENERGY LIMITED,ATHERENERG-EQ
BORANA WEAVES LIMITED,BORANA-EQ
PROSTARM INFO SYSTEMS LTD,PROSTARM-EQ
CG POWER AND IND SOL LTD,CGPOWER-EQ
CMS INFO SYSTEMS LIMITED,CMSINFO-EQ
SHREE RAMA MULTI TECH LTD,SHREERAMA-EQ
IMAGICAAWORLD ENT LTD,IMAGICAA-EQ
MONARCH NETWORTH CAP LTD,MONARCH-EQ
DABUR INDIA LTD,DABUR-EQ
BRAND CONCEPTS LIMITED,BCONCEPTS-EQ
DALMIA BHARAT SUG IN LTD,DALMIASUG-EQ
WONDER ELECTRICALS LTD,WEL-EQ
INOX WIND LIMITED,INOXWIND-EQ
GE POWER INDIA LIMITED,GEPIL-EQ
MAHALAXMI RUBTECH LIMITED,MHLXMIRU-EQ
ALEMBIC LIMITED,ALEMBICLTD-EQ
LAKSHMI FIN IND CORP LTD,LFIC-EQ
ZYDUS LIFESCIENCES LTD,ZYDUSLIFE-EQ
AVANTI FEEDS LIMITED,AVANTIFEED-EQ
MALLCOM (INDIA) LIMITED,MALLCOM-EQ
GARWARE HI-TECH FILMS LTD,GRWRHITECH-EQ
CINEVISTA LIMITED,CINEVISTA-EQ
SHIVA TEXYARN LIMITED,SHIVATEX-EQ
DCM LTD,DCM-EQ
MAHINDRA LIFESPACE DEVLTD,MAHLIFE-EQ
KARNATAKA BANK LIMITED,KTKBANK-EQ
DALMIA BHARAT LIMITED,DALBHARAT-EQ
CROWN LIFTERS LIMITED,CROWN-EQ
BOMBAY SUPER HYBRID SEEDS,BSHSL-EQ
DCM SHRIRAM LIMITED,DCMSHRIRAM-EQ
AWL AGRI BUSINESS LIMITED,AWL-EQ
RPSG VENTURES LIMITED,RPSGVENT-EQ
AJANTA PHARMA LIMITED,AJANTPHARM-EQ
BLB LIMITED,BLBLIMITED-EQ
DEV INFO TECHNOLOGY LTD,DEVIT-EQ
MEGASTAR FOODS LIMITED,MEGASTAR-EQ
FIBERWEB INDIA LIMITED,FIBERWEB-EQ
SPENCER S RETAIL LIMITED,SPENCERS-EQ
VEDANT FASHIONS LIMITED,MANYAVAR-EQ
DCW LTD,DCW-EQ
SAGARDEEP ALLOYS LIMITED,SAGARDEEP-EQ
BANKA BIOLOO LIMITED,BANKA-EQ
SOFTTECH ENGINEERS LTD,SOFTTECH-EQ
DEEPAK FERTILIZERS & PETR,DEEPAKFERT-EQ
PRITI INTERNATIONAL LTD,PRITI-EQ
BLUE STAR LIMITED,BLUESTARCO-EQ
CALIFORNIA SOFTWARE CO LT,CALSOFT-EQ
MITCON CON & ENG SER LTD,MITCON-EQ
XELPMOC DESIGN & TECH LTD,XELPMOC-EQ
TVS MOTOR COMPANY  LTD,TVSMOTOR-EQ
GATEWAY DISTRIPARKS LTD,GATEWAY-EQ
GMR POW AND URBAN INFRA L,GMRP&UI-EQ
CHALET HOTELS LIMITED,CHALET-EQ
DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG-EQ
NLC INDIA LIMITED,NLCINDIA-EQ
AKSH OPTIFIBRE LIMITED,AKSHOPTFBR-EQ
MOTHERSON SUMI WRNG IND L,MSUMI-EQ
INDO BORAX & CHEMICAL LTD,INDOBORAX-EQ
VETO SWITCHGEAR CABLE LTD,VETO-EQ
MUKTA ARTS LIMITED,MUKTAARTS-EQ
VRL LOGISTICS LIMITED,VRLLOG-EQ
SHAILY ENG PLASTICS LTD,SHAILY-EQ
PNB GILTS LIMITED,PNBGILTS-EQ
ORISSA BENGAL CARRIER LTD,OBCL-EQ
SONAM LIMITED,SONAMLTD-EQ
DR. REDDY S LABORATORIES,DRREDDY-EQ
PRIVI SPECIALITY CHE LTD,PRIVISCL-EQ
AVRO INDIA LIMITED,AVROIND-EQ
GUJARAT AMBUJA EXPORTS LT,GAEL-EQ
USHA MARTIN LTD.,USHAMART-EQ
UMA EXPORTS LIMITED,UMAEXPORTS-EQ
CHOICE INTERNATIONAL LTD,CHOICEIN-EQ
VERANDA LEARNING SOL LTD,VERANDA-EQ
E2E NETWORKS LIMITED,E2E-EQ
RITCO LOGISTICS LIMITED,RITCO-EQ
ELDECO HSG & IND LTD.,ELDEHSG-EQ
HARIOM PIPE INDUSTRIES L,HARIOMPIPE-EQ
UMIYA BUILDCON LIMITED,UMIYA-MRO-EQ
THE ANUP ENGINEERING LTD,ANUP-EQ
UFO MOVIEZ INDIA LTD.,UFO-EQ
AGRO PHOS INDIA LIMITED,AGROPHOS-EQ
ROTO PUMPS LIMITED,ROTO-EQ
PIX TRANSMISSIONS LIMITED,PIXTRANS-EQ
EICHER MOTORS LTD,EICHERMOT-EQ
ARVIND FASHIONS LIMITED,ARVINDFASN-EQ
INDO AMINES LIMITED,INDOAMIN-EQ
TIPS MUSIC LIMITED,TIPSMUSIC-EQ
EQUITAS SMALL FIN BNK LTD,EQUITASBNK-EQ
EID PARRY INDIA LTD,EIDPARRY-EQ
EIH LIMITED,EIHOTEL-EQ
TPL PLASTECH LIMITED,TPLPLASTEH-EQ
NILA INFRASTRUCTURES LTD,NILAINFRA-EQ
ORCHID PHARMA LIMITED,ORCHPHARMA-EQ
ELECTROSTEEL CASTINGS LTD,ELECTCAST-EQ
KRITIKA WIRES LIMITED,KRITIKA-EQ
STARTECK FINANCE LIMITED,STARTECK-EQ
STERLITE TECHNOLOGIES LTD,STLTECH-EQ
INDIAN OVERSEAS BANK,IOB-EQ
TAJ GVK HOTELS & RESORTS,TAJGVK-EQ
MSTC LIMITED,MSTCLTD-EQ
D. P. ABHUSHAN LIMITED,DPABHUSHAN-EQ
CAMPUS ACTIVEWEAR LIMITED,CAMPUS-EQ
ELGI EQUIPMENTS LTD,ELGIEQUIP-EQ
PNC INFRATECH LTD.,PNCINFRA-EQ
PROCTER & GAMBLE HEALTH L,PGHL-EQ
RAINBOW CHILDRENS MED LTD,RAINBOW-EQ
SKIPPER LIMITED,SKIPPER-EQ
LIFE INSURA CORP OF INDIA,LICI-EQ
SAKAR HEALTHCARE LIMITED,SAKAR-EQ
ESAB INDIA LTD,ESABINDIA-EQ
RAIL VIKAS NIGAM LIMITED,RVNL-EQ
PRUDENT CORP ADV SER LTD,PRUDENT-EQ
MAHESHWARI LOGISTICS LTD.,MAHESHWARI-EQ
ESCORTS KUBOTA LIMITED,ESCORTS-EQ
METROPOLIS HEALTHCARE LTD,METROPOLIS-EQ
POLYCAB INDIA LIMITED,POLYCAB-EQ
VENUS PIPES & TUBES LTD,VENUSPIPES-EQ
DELHIVERY LIMITED,DELHIVERY-EQ
SUPREME PETROCHEM LIMITED,SPLPETRO-EQ
KHANDWALA SECURITIES LTD,KHANDSE-EQ
RELIANCE CHEMOTEX IND LTD,RELCHEMQ-EQ
MEDICO REMEDIES LIMITED,MEDICO-EQ
HIKAL LIMITED,HIKAL-EQ
SOUTH WEST PINNACLE LTD,SOUTHWEST-EQ
KPIT TECHNOLOGIES LIMITED,KPITTECH-EQ
TRIDENT LIMITED,TRIDENT-EQ
PARADEEP PHOSPHATES LTD,PARADEEP-EQ
ETHOS LIMITED,ETHOSLTD-EQ
EMUDHRA LIMITED,EMUDHRA-EQ
EPL LIMITED,EPL-EQ
AETHER INDUSTRIES LIMITED,AETHER-EQ
HAVELLS INDIA LIMITED,HAVELLS-EQ
WE WIN LIMITED,WEWIN-EQ
NEXT MEDIAWORKS LIMITED,NEXTMEDIA-EQ
AION-TECH SOLUTIONS LTD,GOLDTECH-EQ
CHEVIOT COMPANY LIMITED,CHEVIOT-EQ
SMARTLINK HOLDINGS LTD,SMARTLINK-EQ
AIRAN LIMITED,AIRAN-EQ
AXITA COTTON LIMITED,AXITA-EQ
NEOGEN CHEMICALS LIMITED,NEOGEN-EQ
ALANKIT LIMITED,ALANKIT-EQ
VIKAS LIFECARE LIMITED,VIKASLIFE-EQ
EUROTEX INDUSTRIES LTD,EUROTEXIND-EQ
